review,y
"6명이서 북적북적 말도 많아서 주문이 힘드셨을텐데도,  계속 웃으며 친절하고 재밌게 받아주셨어요~
닭도리탕을 시켰는데 정말 맛있구요~ 똥집튀김도 기름 쩐내, 잡내없이 맛있었어요~

손님이 바로바로 차서 예약하고 가길 정말 잘한거 같아요

사진이 있었으면 좋았을텐데 ㅠㅠ 신나서 바로 먹느라 못 찍었네용

(수정) 친구한테 받아서 사진 올려용~ 이벤트 보내주세용-! 기대기다",1
맛있고 좋았습니다,1
"자극적이지 않구 넘나 맛있었어용!!!!! ♥️
다음에 또 갈거에용 ㅎ

(스벅기프티콘은 가게 홍보용인가요???) 깜깜무소식",1
"너무 맛있고 친절해서 좋았어요
분위기 좋은데 가성비까지 좋음
초밥에 고기 싸먹는데 특이했음",1
깔끔하고 맛있게 먹음,1
분위기 좋았고 맛도 좋았습니다~,1
"오랜만에 갔는데, 같이간 동료들이 아주 만족했습니다. 저 역시 만족^^ 잘 먹었습니다.",1
"고기집 중 최고 깔끔하고 청결한 집
맛은 보장됨",1
"고기도 진짜 맛있고, 직원분들도 친절하시고, 불판도 자주자주 갈아주시고, 다 좋았어요~~",1
"고기는 갈매기살이 맛있습니다. 
다만, 고기가 나오는데 30분이상이 걸리고, 재주문 역시 20분이상 걸려 기다리다 지치게 되더군요.. 
그닥 추천하고 싶진 않습니다",0
음식이 정갈하고 맛있습니다. 친절하시기도 하구요 !! 모임자리로 정말 추천드려요,1
"고깃집 이용할 때 고기도 고긴데 매장이 갈끔하고 직원분들이 적극적이신 곳을 선호해요 
송년회로 안가에 다녀왔는데 인테리어는 물론이고 식기류 청소상태 완전 깔끔하고 고기도 맛있었어요^^ 예약하고 간 보람이 있네요",1
"가브리살, 갈매기살, 항정살 모두 맛있어요. 서빙도 좋구요",1
"16명 예약했는데 테이블 4개가 2,2 떨어져 있어서 아쉬웠네요
족발은 맛있었습니다",1
"네이버예약을 통해서 왔다고 말씀드렸는데  예약이 안되어있다는 말씀만 거듭 하시고, 예약내역 캡쳐를 보여드려도 안되어있다고 하고 추운 날씨에 영문도 모른채 돌아나갔어야 했네요
원예약자는 도착하지 않은상태에서 다른 회식장소를 찾다가 정상적으로 예약을하고도 착석하지 못한게 너무 이상해서 다시 들어가서 이야기를 시도했습니다. 그제서야 안쪽에있는 직원분이 예약이 별도로 관리되고 있다고 예약내역을 확인해주었습니다. 
직원들간에 시스템에 대한 파악도 제대로 안돼있고 뭡니까 대체.. 
음식은 맛있었지만 문전박대 당한기분에 찝찝함이 사라지지 않았습니다.",0
매장에 손님이많아서 정신이 없긴했지만 직원분들도 친절하시고 맛있게먹고왔네요,1
"음식 맛은 괜찮은 편이었습니다.
다만 손님 수에 비해 직원이 좀 부족한 느낌이 들고 내부가 너무 시끄러워 바로 앞 테이블의 사람과 이야기하는 것도 제약이 조금 있을정도로 테이블간의 간격도 좁고 정신이 없네요ㅠ",1
미리 예약 했더니 가장 안쪽 자리로 해주셨습니다. 친절하고 맛있긴 했는데 매장이 다 오픈되어 있는 공간이라 많이 시끄럽긴 했어요,1
"요청한대로 구석에 자리가 예약되어 있었고 아주 만족스러웠습니다. 음식도 맛있고 다 좋았는데 3명이 특대를 시킨 건 미스인 듯, 대자로도 충분하네요.",1
예약했더니 안쪽 넓은 자리로 해주었더라구요 굉장히 좋았고 족발도 양은 좀 적었지만 맛있었습니다,1
"일단 족발이 맛있어요. 족발 못 먹는 언니도 이건 냄새 안난다고 잘 먹었어요. 그리고 서비스 좋고, 친절해요.",1
맛있고 친절하고 좋아요.,1
맛있어요 ^^,1
점심 회식에 예약하고 갔는데 모두 만족도 100이었습니다,1
"맛! 서비스 너무 좋았습니다
직원들의 교육도 굉장히 잘되있구요!!!
손님 모시고 가기 딱 좋은 곳입니다!!!",1
맛이랑 서비스 다 좋았어요~ 직원분들도 친절했구요!,1
"음식은대체적으로 질도좋고 맛있어서 만족스러웠으나 직원들의 응대에 그닥 기분좋지않게 식사했네요.저희의 요구사항이 대표님의 원칙에 안맞다고 하시니 저흰 직원이아니라 그자리서 교육받는 느낌이었네요.
규칙과 원칙이 나름 있으시겠지만 유돌이 없이 딱딱하게 표정하나없이 응대하는것을 말이 아 다르고 어 다르니까요.그게 방침이라하니 뭐라 할말은 없구요.잘 먹고 왔습니다.맛 때문에 재방문의사는 있습니다.",1
직접 구워주셔서 편했고 고기 맛도 좋았고 직원분들이 친절하셔서 재방문 의사 있습니다,1
언제나 그렇듯 좋습니다. 고기도 좋고 밥도 찌개도 맛있고. 부모님과 방문하기는 처음인데 너무 맛있게 잘 드셨다고 합니다. 조만간 또 들르겠습니다.,1
맛있고 친절합니다,1
굉장히 맛있었습니다 ^^ 재방문 의사 있습니다 ^^ 감사합니다,1
룸이 깨끗하게 나뉘어있어서 사람들 만나기에 좋은 곳이에요!!  가격도 합리적입니다~~,1
예약이편해요,1
"2인예약도 가능하고, 맛있어요",1
"회식하면 먼저 생각나는 집
맛있고 기분좋은 서비스
재방문 의사 있음",1
음식튼 맛있었지만 벨을 여러번 눌러야 오시고 음식도 좀 늦게 나왔습니다,0
전체적으로 무난한 편이고 1층 식당의 메뉴도 주문할 수 있음 하지만 직원분들이 약간 부담스러움 고기는 모자라면 알아서 추가할텐데,1
"갈비탕, 된장찌개 맛나고, 반찬 리필도 잘 해주시네요~^^",1
"단체로 가기에 좋습니다.
룸도 깨끗하고 친절합니다.
저는 미역황태갈비탕을 시켰는데, 갈비에 기름만 있고, 살은 없어서 손도 대지 않았습니다. 
이 부분은 개선되면 좋겠습니다.",1
네이버 예약으로 전화 한 통 없이 편하게 예약이 가능하니 점심 시간에도 오래 기다릴까봐 걱정할 필요가 없어요. 갈비탕 주문하면 돌솥밥이 제공되서 뜨끈한 누룽지 만들어 먹으면 오후 내내 뱃속이 편안 ㅋ,1
회사회식으로 갔는데 좋았습니다.,1
친절하고 너무좋았어요~~~~ 음식이좀 늦게나온거빼고는... 맛도 마싯었어용 ㅎㅎㅎㅎㅎㅎ 다음에또갈게용~~~~,1
보감세트 시켰는데 감자탕 보쌈 오징어초무침 전부 맛있었어요,1
음식들이 전체적으로 다 맛있네요 ㅎㅎ 짱좋음,1
서비스도 좋고 음식도 너무 맛있었어요!!,1
맛있고 정겹게 잘이용하고 갑니다!!,1
친절하신 직원분들 덕분에 기분좋게 식사했습니다.,1
맛있게 잘 놀다갑니다 ^^~*,1
보쌈 어떻게 이렇게 맛있게 하는지 비법이 궁금하네요.. ㅋㅋㅋㅋㅋ 맛있게 잘먹었습니다,1
"감자탕 국물이 정말 맛있습니다 
살도 되게 많고 맛있게 먹고갑니다",1
"레스토랑 분위기가 제 맘에 쏙이네요 ㅎ 넓어서 좋았고 
음식들도 전체적으로 맛있어요",1
맛있어요. 강남최고가성비인듯. 술까지 45000원 나왔는데 어디가서 이렇게 못 먹음. 밥도 1000원인데 돌솥밥으로 줌. 최고...,1
정말 맛있었고 숯불의 향을 잘 느꼈습니다. 고기의 육즙도 살아있고 맛있었습니다. 또 된장찌개 대박이에요!!,1
친절하시고 깔끔하고 좋았습니다,1
조용하고 고기도 굿,1
"갈비탕과 냉면, 육회비빔밥이 맛있습니다.",1
"대체적으로 만족하나
와인의 구성이 살짝 아쉬움",1
고기도 맛있고 서비스는 더 최고입니다~,1
고기가 입에서 녹아요~! 서비스도 최고였습니다.,1
입에서 살살녹는 최상급소고기를 맛보고왔습니다.,1
고기도 구워주고 가성비 짱~~<,1
"콜키지 프리라서 와인을 가지고 가면 좋은 식당!
생고기가 플레이팅도 아주 예쁘게 나오고 고기 질도 좋아 만족했네여
다만 가격이 후덜덜하여 자주는 못간다는 ㅎㅎ
회식때 자주 가고 싶은 곳 찜콩입니다 ㅋㅋ",1
"저렴하면서도 맛이 아주 좋았습니다.
구워주시는 서버분들의 정성이 고기 한점 한점에 깃들여져, 최고의 저녁식사를 대접받은 기분입니다.
밑반찬 역시 소박하게 필요한것만 몇 가지로 구성되어 있고, 무엇보다 고기의 풍미를 배가시키는 역할을 해 주었습니다.
심연한우, 이러심연 곤란해여~!",1
맛은 나쁘지 않았는데 양이 적고.. 테이블조금차니까 너무 바빠보이시더라구요..일단 양이너무적어서 별뺐아요 10000원인집도 이정도는아닌데 ㅜㅜ 논현이라 그런가싶은데,0
완전 맛납니다.모두들 강추하네요. 꼭 가보세요. 소금 및 양념 다 맛있어요.,1
회식 장소로 좋았습니다. 서비스도 좋고 무엇보다 닭갈비가 맛있었습니다. 엄청 더운날인데 불이 있음에도 시원하게 먹을 수 있었습니다.^^,1
"맛있어서 계속 시켜먹었어요
예약시간보다 조금 늦었는데도 사장님이 전화 주셔서 친절히 안내 해주시는것도 좋았어요",1
너무맛있어서 남기지 않고 다먹엇어요!! 강추입니다!,1
직원분들도 친절하고 닭갈비도 진짜 맛있었습니다. 처음 네이버예약을 이용하였는데 네이버에서 보낸 예약확정 문자외에도 사장님께서 따로 연락을 주셨구요 서비스로 톡소다소주를 한병 주셨는데 소주를 잘 못마시는 저한텐 딱이더라구요 닭갈비는 매콤과 간장 시켜서 먹어보았는데 두개다 맛있었습니다. 담번에 신사놀러갔을때 또이용하겠습니다. 감사합니다 사장님.  먹고 얘기하는데 집중하느라 사진하나를 못찍었네요 하핫,1
너무 맛있었습니다.,1
맛있게 잘 먹고 가요! 족발 너무 맛있었고 다만 크기별로 메뉴가 있으면 더 좋을듯해요,1
예약도 돼서 좋았고 양도 푸짐해서 맛있게 잘 먹고 왔습니다. 강추!,1
"스노우족발이 없어져서 아쉬웠지만
가격대비 구성과맛이 훌륭해요!!!^^
감사합니다",1
"벌써 3번째 단체 대관하였습니다(50명)
언제나 실망시키지 않는 족발과 보쌈
친절하신 사장님과 홀매니져님분들 
감사드려요 ^^",1
마늘 족발 JMT,1
친절하고 맛있게 잘 먹었어요,1
친절하고 맛있고 좋았습니다.,1
"강남역 근처 족발집 중 분위기 좋고~ 맛난 곳 둘다 충족되는곳 찾기 어려운데 여긴 그 둘이 완벽^^ 
분위기 좋은 인테리어에 맛도 Good!!
데이트하러 오세요^^",1
맛있었어요 다시 갈만해요,1
"음식이 다 맛있어요 
그리고 남자직원들이 친철해요",1
즐겁게놀다갔어요~ 바닥이너무미끄러운거빼고는 직원분들도 다 친절하시고 좋았어요! 마감이5시인줄알았는데 1시? 까지더라구요 ㅠㅠ 너무 늦게나와서 죄송죄송 ㅠ3ㅠ,1
가격이 좀 있어도 너무 맛있어요! 친절함이 최고 :),1
"고기 맛있어요~
그렇지만 12명 예약에 떨어져 앉아야한다고 말씀을 미리 해주셨으면 좋을뻔했습니다. 가보고 당황했어요",1
서비스도 좋았고 고기도 맛잇었어요^^,1
방문할 때마다 느끼지만 정말 고기가 맛있네요. 같이 구워주시는 김치와 곁들이니 느끼함도 없고 오랜만에 맛있게 먹고 왔어요. 여자 세명이 가서 6인분 먹고왔네요.ㅎㅎ직원분들도 너무 친절하셔서 구워주시는 고기 편하게 먹고왔습니다!,1
더너마카카ㅗ오노너카나자자장,1
직원분들이 다들 엄청 친절하시고 고기도 맛있게 구워주세요!! 고기는 물론이고 찌개랑 계란찜도 짱짱 맛있어요!!! 다음에 회식할 때 또 갈게요~,1
"좋은 만남 맛나는 고기 말이 필요할까
가격대비 최고의 맛집*****
사장님 오래오래 장사하세요 ^^*",1
"풍부한 마블링과 캠핑가서 먹는 고추장찌게
ㅋ 환상이네요 후회 없는맛이네요^^",1
고기도 너무 맛있고 사장님들 비롯한 직원들도 너무 친절하다는 소문이 자자해서 2시간을 달려 찾아온 대성식당! 고기맛이 다 거기서 거기라고 생각했던 나의 뇌구조를 뒤집어놓은 맛 ! 빨리 환상적인 맛을 느끼고 싶어  안 익은 고기도 집어먹게 만드는 집! 기본으로 나오는 숙주+계란의 환상적인 콜라보와 끓이면 끓일수록 감칠맛이 풍부해지는 된장찌개 그리고 집에서 끓여먹으면 이런 맛이 나질 않던데 비빔면에 무슨 마법을 부리신거죠...? 저 명란 싫어하는데 혀를 휘감는 명란밥의 맛은 사랑입니다.. 대성식당의 단점이라고하면 다 맛있어서 손이 열개가 아니라는게 서럽다는 점? 다들 고민하지말고 강남고기이야기 대성식당으로 오세요!한번 사는 인생 꼭 먹어봐야하는 맛입니다! 꼭 오세요 진짜 리뷰를 쓸 수 있는 400자가 모자ㄹㅏ요,1
가성비 굿~ 직원들 친절함에 별 4개,1
"직원분들이 친절하고 넘 좋았어요^^가성비 갑
고기두 맛나고~알고보니 곱창이야기  사장님이랑 같은분이라서 곱창도 같이 주문 가능하네요^^
고기와 함께 먹을수있는 된장국 계란찜 비빔면이 서비스라서 푸짐하니 최고예요",1
"논현동 최고 맛집!!👍🏼👍🏼 올때마다 손님들이 더 많아지는거같아서 나중에는 줄서서 먹어야 될거같아요ㅠ
서비스도 너무 많이주시고 고기도 맛있지만 밑반찬들도 짱입니다!! 사장님도 직원분들도 너무 친절하고 100점만점에 100000점이상입니다!!",1
고기에 비빔면 싸먹으면 정말로 맛있네요~ 이건 많은사람들이 알아서 널리널리 퍼져야할 맛! 둘째 가라면 서러운 양! 자리도 넓어서 가족단위거나 단체 회식으로 오기 참 좋은 가게! 사장님도 넘 친절하시고 정말 가성비 짱짱! 최고!,1
일단 고기 퀄이 기본적으로 너무 좋아요 !! 그리고 비빔면 이게 진짜입니다 고기랑 싸먹으면 그냥 와...... 3명이가서 고기 6인분에 비빔면 4개 뚝딱하고왔네요 그리고 기본으로 나오는 찌개도 맛있어요 추천추천^^,1
"진짜 지금까지 먹어본 고기랑 밑반찬 중에 제일 맛있어서 혼자 알고싶지만 사람들이 많이 와줘야 오래오래 남아있을 수 있으니깐.. 다들 알아줬으면 좋겠는 곳
지나가는 모르는 사람한테도 추천해주고싶은 곳
논현에 이런 고기집은 없었다 여기다 진심 여기다!",1
맛있어요 다시 오겠씁니다 가성비짱 맛도 굿,1
예약이 즉시 처리되서 간편,1
항상 친절하고 맛있는 곳이에요.,1
"벌써 10년 가까이 다니고 있는 가게에요 ㅎㅎ
새로운 친구 데리고 갈 때마다 다들 맛있어 하지요

어제 8명이서 닭갈비 10인분에 닭발 4인분 볶음밥 2인분을 먹고 막걸리 소주 맥주 주종을 가리지 않게 다 어울리고 맛있는 곳입니다 

사장님 오래오래 장사해주세요 ㅎㅎ",1
맛있었고 가게도 깨끗했습니다. 하지만 양이 적었습니다.,1
강남역에서 구워먹는 닭갈비 먹기 힘든데~ :) 여기는 심지어 맛있기까지해서 자주 가는 곳이예요!,1
"아기의자는 없는듯했고 직장인들이 퇴근 후 많이 오시더라구요.
사장님이 친절하시고 음식은 양이 좀 작았지만 맛은 괜찮았어요 ㅋ
막국수가 볶음밥보다 맛있었어요",1
맛집 인정!,1
JMT 일반 양념 닭갈비에 비해 가격이 비싸다고 느낄 수 있지만 고기 양은 꽤..? 많아서 굳굳 2인분인데 고기만 먹고 배부르진않을거같고... 막국수랑 같이먹으면 개꿀 조합도 굳굳 소주가 생각나는 맛... 사장님 친절하시고 맛있게잘먹었어요~~,1
맛있었어요.,1
"잘먹었습니다~~
숯불닭갈비도맛나고 목살도맛났어요^^",1
"맛있었어요, 떡 꼭 드세요",1
고기도 맛있고 주인분들이 너무 친절하셨어요!!^^,1
인생 한우집 찾았네요 ㅎㅎ 사장님도 너무 친절하시고 고기도 너무 맛있고~앞으로 소고가 먹을때는 무조건 광부 한우로 가려구요!,1
네이버 맛집들 잘 안 믿어서 그냥 속는셈치고 갔는데 웬열 진짜였네요 ! 다음에 또 예약하고 가야겠어요 !!,1
단골인데 고기 정말 맛있습니다. 최고 ^^,1
"늘 실망시키지 않습니다^^
고기 맛은 물론이고, 물국수도, 고기 싸먹는 와사비잎도 정말 맛있어요. 
사장님의 유쾌하심도 분위기를 한층 돋구네요.
덕분에 부서 회식 즐겁게 잘했습니다.",1
"음식은 맛있었습니다. 친절도도 괜찮습니다.
다만 구이는 바로 나오는 편인데 육회는 시간이 걸렸습니다.",1
정말 친절하시고 고기도 맛있고 하나하나설명해가면서 구워주쇼서 넘나 좋았어요 또 갈게요 감사합니다,1
"먹어봤던한우중 진짜 젤 맛있었어요
사장님도 넘 친절하셔서 다음번에 또 갈께요!!^^",1
"질좋은 한우를 이 가격에
곁들이는 반찬도 와인도
넘 좋아요~~",1
어제갔는뎅 넘 좋아여 친절하시고 고기도 맛나고^^  굳굳 담에 또 갈게요~~!!!!,1
인생갈비입니다. 맛있게 먹었고 서비스도 좋습니다^^,1
비빔냉면밖에 없어서 아쉬웠지만 시켜먹으니 물냉면을 싹 잊어버림... 고기도 하나하나 다 구워주시고 심지어 맛있음,1
친절하고 맛있는 송포갈비 👌,1
"친절하시고 고기도 정말맛있어욤 ㅎㅎㅎㅎ
재방문 의사있습니다",1
양념갈비가 특히 대박이었어요❤️,1
맛있게 먹었습니다,1
너무너무 맛잇는것!!,1
고기가 원래 맛있는데..구워주니까 2배로 맛있어요.,1
"갈비 맛잇엇어요~ 고기도 직접 구워주셔서 너무 좋았어요~

막 먹다보니 돈은 마니 나왓어요 ㅠ",1
너무맛있게잘먹었습니다,1
